id,number,root_word,transliteration,pronunciation,tvm,entry
13579,G4827,&#963;&#965;&#956;&#956;&#945;&#952;&#951;&#964;&#951;&#769;&#962;,summathe&#772;te&#772;s,soom-math-ay-tace',,From a compound of G4862 and G3129; a <i>co-learner</i>  (of Christianity): - fellowdisciple.
13580,G4828,&#963;&#965;&#956;&#956;&#945;&#961;&#964;&#965;&#961;&#949;&#769;&#969;,summartureo&#772;,soom-mar-too-reh'-o,,"From G4862 and G3140; to <i>testify jointly</i>, that is, <i>corroborate</i>  by (concurrent) evidence: - testify unto, (also) bear witness (with)."
13581,G4829,&#963;&#965;&#956;&#956;&#949;&#961;&#953;&#769;&#950;&#959;&#956;&#945;&#953;,summerizomai,soom-mer-id'-zom-ahee,,"Middle voice from G4862 and G3307; to <i>share jointly</i>, that is, <i>participate</i>  in: - be partaker with."
13582,G4830,&#963;&#965;&#956;&#956;&#949;&#769;&#964;&#959;&#967;&#959;&#962;,summetochos,soom-met'-okh-os,,From G4862 and G3353; a <i>co-participant:</i>  - partaker.
13583,G4831,&#963;&#965;&#956;&#956;&#953;&#956;&#951;&#964;&#951;&#769;&#962;,summime&#772;te&#772;s,soom-mim-ay-tace',,"From a presumed compound of G4862 and G3401; a <i>co-imitator</i>, that is, <i>fellow votary:</i>  - follower together."
13584,G4832,&#963;&#965;&#956;&#956;&#959;&#961;&#966;&#959;&#769;&#962;,summorphos,soom-mor-fos',,"From G4862 and G3444; <i>jointly formed</i>, that is, (figuratively) <i>similar:</i>  - conformed to, fashioned like unto."
13585,G4833,&#963;&#965;&#956;&#956;&#959;&#961;&#966;&#959;&#769;&#969;,summorphoo&#772;,soom-mor-fo'-o,,"From G4832; to <i>render like</i>, that is, (figuratively) to <i>assimilate:</i>  - make conformable unto."
13586,G4834,&#963;&#965;&#956;&#960;&#945;&#952;&#949;&#769;&#969;,sumpatheo&#772;,soom-path-eh'-o,,"From G4835; to <i>feel</i>  "" sympathy""  with, that is, (by implication) to <i>commiserate:</i>  - have compassion, be touched with a feeling of."
13587,G4835,&#963;&#965;&#956;&#960;&#945;&#952;&#951;&#769;&#962;,sumpathe&#772;s,soom-path-ace',,"From G4841; <i>having a fellow feeling</i>  ("" sympathetic"" ), that is, (by implication) <i>mutually commiserative:</i>  - having compassion one of another."
13588,G4836,&#963;&#965;&#956;&#960;&#945;&#961;&#945;&#947;&#953;&#769;&#957;&#959;&#956;&#945;&#953;,sumparaginomai,soom-par-ag-in'-om-ahee,,"From G4862 and G3854; to <i>be present together</i>, that is, to <i>convene</i> ; by implication to <i>appear in aid:</i>  - come together, stand with."
13589,G4837,&#963;&#965;&#956;&#960;&#945;&#961;&#945;&#954;&#945;&#955;&#949;&#769;&#969;,sumparakaleo&#772;,soom-par-ak-al-eh'-o,,From G4862 and G3870; to <i>console jointly:</i>  - comfort together.
13590,G4838,&#963;&#965;&#956;&#960;&#945;&#961;&#945;&#955;&#945;&#956;&#946;&#945;&#769;&#957;&#969;,sumparalambano&#772;,soom-par-al-am-ban'-o,,From G4862 and G3880; to <i>take along in company:</i>  - take with.
13591,G4839,&#963;&#965;&#956;&#960;&#945;&#961;&#945;&#956;&#949;&#769;&#957;&#969;,sumparameno&#772;,soom-par-am-en'-o,,"From G4862 and G3887; to <i>remain in company</i>, that is, <i>still live:</i>  - continue with."
13592,G4840,&#963;&#965;&#956;&#960;&#945;&#769;&#961;&#949;&#953;&#956;&#953;,sumpareimi,soom-par'-i-mee,,"From G4862 and G3918; to <i>be at hand together</i>, that is, <i>now present:</i>  - be here present with."
13593,G4841,&#963;&#965;&#956;&#960;&#945;&#769;&#963;&#967;&#969;,sumpascho&#772;,soom-pas'-kho,,"From G4862 and G3958 (including its alternate); to <i>experience pain jointly</i>  or of the <i>same kind</i>  (specifically <i>persecution</i> ; to "" sympathize"" ): - suffer with."
13594,G4842,&#963;&#965;&#956;&#960;&#949;&#769;&#956;&#960;&#969;,sumpempo&#772;,soom-pem'-po,,From G4862 and G3992; to <i>despatch in company:</i>  - send with.
13595,G4843,&#963;&#965;&#956;&#960;&#949;&#961;&#953;&#955;&#945;&#956;&#946;&#945;&#769;&#957;&#969;,sumperilambano&#772;,soom-per-ee-lam-ban'-o,,"From G4862 and a compound of G4012 and G2983; to <i>take by inclosing altogether</i>, that is, <i>earnestly throw the arms about one:</i>  - embrace."
13596,G4844,&#963;&#965;&#956;&#960;&#953;&#769;&#957;&#969;,sumpino&#772;,soom-pee'-no,,From G4862 and G4095; to <i>partake a beverage in company:</i>  - drink with.
13597,G4845,&#963;&#965;&#956;&#960;&#955;&#951;&#961;&#959;&#769;&#969;,sumple&#772;roo&#772;,soom-play-ro'-o,,"From G4862 and G4137; to <i>implenish completely</i>, that is, (of space) to <i>swamp</i>  (a boat), or (of time) to <i>accomplish</i>  (passively be <i>complete</i>): - (fully) come, fill up."
13598,G4846,&#963;&#965;&#956;&#960;&#957;&#953;&#769;&#947;&#969;,sumpnigo&#772;,soom-pnee'-go,,"From G4862 and G4155; to <i>strangle completely</i>, that is, (literally) to <i>drown</i>, or (figuratively) to <i>crowd:</i>  - choke, throng."
13599,G4847,&#963;&#965;&#956;&#960;&#959;&#955;&#953;&#769;&#964;&#951;&#962;,sumpolite&#772;s,soom-pol-ee'-tace,,"From G4862 and G4177; a <i>native of the same town</i>, that is, (figuratively) <i>co-religionist</i>  (<i>fellow Christian</i>): - fellow-citizen."
13600,G4848,&#963;&#965;&#956;&#960;&#959;&#961;&#949;&#965;&#769;&#959;&#956;&#945;&#953;,sumporeuomai,soom-por-yoo'-om-ahee,,"From G4862 and G4198; to <i>journey together</i> ; by implication to <i>assemble:</i>  - go with, resort."
13601,G4849,&#963;&#965;&#956;&#960;&#959;&#769;&#963;&#953;&#959;&#957;,sumposion,soom-pos'-ee-on,,"Neuter of a derivative of the alternate of G4844; a <i>drinking</i>  party ("" symposium"" ), that is, (by extension) a <i>room</i>  of guests: - company."
13602,G4850,&#963;&#965;&#956;&#960;&#961;&#949;&#963;&#946;&#965;&#769;&#964;&#949;&#961;&#959;&#962;,sumpresbuteros,soom-pres-boo'-ter-os,,"From G4862 and G4245; a <i>co-presbyter:</i>  - presbyter, also an elder."
13603,G4851,&#963;&#965;&#956;&#966;&#949;&#769;&#961;&#969;,sumphero&#772;,soom-fer'-o,,"From G4862 and G5342 (including its alternate); to <i>bear together</i>  (<i>contribute</i>), that is, (literally) to <i>collect</i>, or (figuratively) to <i>conduce</i> ; especially (neuter participle as noun) <i>advantage:</i>  - be better for, bring together, be expedient (for), be good, (be) profit (-able for)."
13604,G4852,&#963;&#965;&#769;&#956;&#966;&#951;&#956;&#953;,sumphe&#772;mi,soom'-fay-mee,,"From G4862 and G5346; to <i>say jointly</i>, that is, <i>assent to:</i>  - consent unto."
13605,G4853,&#963;&#965;&#956;&#966;&#965;&#955;&#949;&#769;&#964;&#951;&#962;,sumphulete&#772;s,soom-foo-let'-ace,,"From G4862 and a derivative of G5443; a <i>co-tribesman</i>, that is, <i>native of the same country:</i>  - countryman."
13606,G4854,&#963;&#965;&#769;&#956;&#966;&#965;&#964;&#959;&#962;,sumphutos,soom'-foo-tos,,"From G4862 and a derivative of G5453; <i>grown</i>  along <i>with</i>  (<i>connate</i>), that is, (figuratively) closely <i>united</i>  to: - planted together."
13607,G4855,&#963;&#965;&#956;&#966;&#965;&#769;&#969;,sumphuo&#772;,soom-foo'-o,,From G4862 and G5453; passively to <i>grow jointly:</i>  - spring up with.
13608,G4856,&#963;&#965;&#956;&#966;&#969;&#957;&#949;&#769;&#969;,sumpho&#772;neo&#772;,soom-fo-neh'-o,,"From G4859; to be <i>harmonious</i>, that is, (figuratively) to <i>accord</i>  (<i>be suitable, concur</i>) or <i>stipulate</i>  (by compact): - agree (together, with)."
13609,G4857,&#963;&#965;&#956;&#966;&#959;&#769;&#957;&#951;&#963;&#953;&#962;,sumphone&#772;sis,soom-fo'-nay-sis,,From G4856; <i>accordance:</i>  - concord.
13610,G4858,&#963;&#965;&#956;&#966;&#969;&#957;&#953;&#769;&#945;,sumpho&#772;nia,soom-fo-nee'-ah,,"From G4859; <i>unison</i>  of sound ("" symphony"" ), that is, a <i>concert</i>  of instruments (harmonious <i>note</i>): - music."
13611,G4859,&#963;&#965;&#769;&#956;&#966;&#969;&#957;&#959;&#962;,sumpho&#772;nos,soom'-fo-nos,,"From G4862 and G5456; <i>sounding together</i>  (<i>alike</i>), that is, (figuratively) <i>accordant</i>  (neuter as noun, <i>agreement</i>): - consent."
13612,G4860,&#963;&#965;&#956;&#968;&#951;&#966;&#953;&#769;&#950;&#969;,sumpse&#772;phizo&#772;,soom-psay-fid'-zo,,From G4862 and G5585; to <i>compute jointly:</i>  - reckon.
13613,G4861,&#963;&#965;&#769;&#956;&#968;&#965;&#967;&#959;&#962;,sumpsuchos,soom'-psoo-khos,,"From G4862 and G5590; <i>co-spirited</i>, that is, <i>similar in sentiment:</i>  - like-minded."
13614,G4862,&#963;&#965;&#769;&#957;,sun,soon,,"A primary preposition denoting <i>union</i> ; <i>with</i>  or <i>together</i>  (but much closer than G3326 or G3844), that is, by association, companionship, process, resemblance, possession, instrumentality, addition, etc.<i>:</i>  - beside, with. In compounds it has similar applications, including <i>completeness</i> ."
13615,G4863,&#963;&#965;&#957;&#945;&#769;&#947;&#969;,sunago&#772;,soon-ag'-o,,"From G4862 and G71; to <i>lead together</i>, that is, <i>collect</i>  or <i>convene</i> ; specifically to <i>entertain</i>  (hospitably): - + accompany, assemble (selves, together), bestow, come together, gather (selves together, up, together), lead into, resort, take in."
13616,G4864,&#963;&#965;&#957;&#945;&#947;&#969;&#947;&#951;&#769;,sunago&#772;ge&#772;,soon-ag-o-gay',,"From (the reduplicated form of) G4863; an <i>assemblage</i>  of persons; specifically a Jewish "" synagogue""  (the meeting or the place); by analogy a Christian <i>church:</i>  - assembly, congregation, synagogue."
13617,G4865,&#963;&#965;&#957;&#945;&#947;&#969;&#957;&#953;&#769;&#950;&#959;&#956;&#945;&#953;,sunago&#772;nizomai,soon-ag-o-nid'-zom-ahee,,"From G4862 and G75; to <i>struggle</i>  in company <i>with</i>, that is, (figuratively) to <i>be a partner</i>  (<i>assistant</i>): - strive together with."
13618,G4866,&#963;&#965;&#957;&#945;&#952;&#955;&#949;&#769;&#969;,sunathleo&#772;,soon-ath-leh'-o,,"From G4862 and G118; to <i>wrestle</i>  in company <i>with</i>, that is, (figuratively) to <i>seek jointly:</i>  - labour with, strive together for."
13619,G4867,&#963;&#965;&#957;&#945;&#952;&#961;&#959;&#953;&#769;&#950;&#969;,sunathroizo&#772;,soon-ath-royd'-zo,,From G4862 and &#945;&#787;&#952;&#961;&#959;&#953;&#769;&#950;&#969; athroizo&#772; (to <i>hoard</i>); to <i>convene:</i>  - call (gather) together.
13620,G4868,&#963;&#965;&#957;&#945;&#953;&#769;&#961;&#969;,sunairo&#772;,soon-ah'ee-ro,,"From G4862 and G142; to <i>make up together</i>, that is, (figuratively) to <i>compute</i>  (an account): - reckon, take."
13621,G4869,&#963;&#965;&#957;&#945;&#953;&#967;&#956;&#945;&#769;&#955;&#969;&#964;&#959;&#962;,sunaichmalo&#772;tos,soon-aheekh-mal'-o-tos,,From G4862 and G164; a <i>co-captive:</i>  - fellowprisoner.
13622,G4870,&#963;&#965;&#957;&#945;&#954;&#959;&#955;&#959;&#965;&#952;&#949;&#769;&#969;,sunakoloutheo&#772;,soon-ak-ol-oo-theh'-o,,From G4862 and G190; to <i>accompany:</i>  - follow.
13623,G4871,&#963;&#965;&#957;&#945;&#955;&#953;&#769;&#950;&#969;,sunalizo&#772;,soon-al-id'-zo,,"From G4862 and &#945;&#788;&#955;&#953;&#769;&#950;&#969; halizo&#772; (to <i>throng</i>); to <i>accumulate</i>, that is, <i>convene:</i>  - assemble together."
13624,G4872,&#963;&#965;&#957;&#945;&#957;&#945;&#946;&#945;&#953;&#769;&#957;&#969;,sunanabaino&#772;,soon-an-ab-ah'ee-no,,From G4862 and G305; to <i>ascend</i>  in company <i>with:</i>  - come up with.
13625,G4873,&#963;&#965;&#957;&#945;&#957;&#945;&#769;&#954;&#949;&#953;&#956;&#945;&#953;,sunanakeimai,soon-an-ak'-i-mahee,,"From G4862 and G345; to <i>recline</i>  in company <i>with</i>  (at a meal): - sit (down, at the table, together) with (at meat)."
13626,G4874,&#963;&#965;&#957;&#945;&#957;&#945;&#956;&#953;&#769;&#947;&#957;&#965;&#956;&#953;,sunanamignumi,soon-an-am-ig'-noo-mee,,"From G4862 and a compound of G303 and G3396; to <i>mix up together</i>, that is, (figuratively) <i>associate with:</i>  - (have, keep) company (with)."
13627,G4875,&#963;&#965;&#957;&#945;&#957;&#945;&#960;&#945;&#965;&#769;&#959;&#956;&#945;&#953;,sunanapauomai,soon-an-ap-ow'-om-ahee,,Middle voice from G4862 and G373; to <i>recruit oneself</i>  in company <i>with:</i>  - refresh with.
13628,G4876,&#963;&#965;&#957;&#945;&#957;&#964;&#945;&#769;&#969;,sunantao&#772;,soon-an-tah'-o,,"From G4862 and a derivative of G473; to <i>meet with</i> ; figuratively to <i>occur:</i>  - befall, meet."
13629,G4877,&#963;&#965;&#957;&#945;&#769;&#957;&#964;&#951;&#963;&#953;&#962;,sunante&#772;sis,soon-an'-tay-sis,,From G4876; a <i>meeting with:</i>  - meet.
13630,G4878,&#963;&#965;&#957;&#945;&#957;&#964;&#953;&#955;&#945;&#956;&#946;&#945;&#769;&#957;&#959;&#956;&#945;&#953;,sunantilambanomai,soon-an-tee-lam-ban'-om-ahee,,"From G4862 and G482; to <i>take</i>  hold of <i>opposite together</i>, that is, <i>co-operate</i>  (<i>assist</i>): - help."
13631,G4879,&#963;&#965;&#957;&#945;&#960;&#945;&#947;&#969;,sunapago&#772;,soon-ap-ag'-o,,"From G4862 and G520; to <i>take off together</i>, that is, <i>transport with</i>  (<i>seduce</i>, passively <i>yield</i>): - carry (lead) away with, condescend."
13632,G4880,&#963;&#965;&#957;&#945;&#960;&#959;&#952;&#957;&#951;&#769;&#963;&#954;&#969;,sunapothne&#772;sko&#772;,soon-ap-oth-nace'-ko,,"From G4862 and G599; to <i>decease</i>  (literally) in company <i>with</i>, or (figuratively) similarly <i>to:</i>  - be dead (die) with."
13633,G4881,&#963;&#965;&#957;&#945;&#960;&#959;&#769;&#955;&#955;&#965;&#956;&#953;,sunapollumi,soon-ap-ol'-loo-mee,,"From G4862 and G622; to <i>destroy</i>  (middle voice or passive voice, <i>be slain</i>) in company <i>with:</i>  - perish with."
13634,G4882,&#963;&#965;&#957;&#945;&#960;&#959;&#963;&#964;&#949;&#769;&#955;&#955;&#969;,sunapostello&#772;,soon-ap-os-tel'-lo,,From G4862 and G649; to <i>despatch</i>  (on an errand) in company <i>with:</i>  - send you.
13635,G4883,&#963;&#965;&#957;&#945;&#961;&#956;&#959;&#955;&#959;&#947;&#949;&#769;&#969;,sunarmologeo&#772;,soon-ar-mol-og-eh'-o,,"From G4862 and a derivative of a compound of G719 and G3004 (in its original sense of <i>laying</i>); to <i>render close jointed together</i>, that is, <i>organize compactly:</i>  - be fitly framed (joined) together."
13636,G4884,&#963;&#965;&#957;&#945;&#961;&#960;&#945;&#769;&#950;&#969;,sunarpazo&#772;,soon-ar-pad'-zo,,"From G4862 and G726; to <i>snatch together</i>, that is, <i>seize:</i>  - catch."
13637,G4885,&#963;&#965;&#957;&#945;&#965;&#958;&#945;&#769;&#957;&#969;,sunauxano&#772;,soon-owx-an'-o,,From G4862 and G837; to <i>increase</i>  (<i>grow up</i>) <i>together:</i>  - grow together.
13638,G4886,&#963;&#965;&#769;&#957;&#948;&#949;&#963;&#956;&#959;&#962;,sundesmos,soon'-des-mos,,"From G4862 and G1199; a <i>joint tie</i>, that is, <i>ligament</i>, (figuratively) <i>uniting principle, control:</i>  - band, bond."
13639,G4887,&#963;&#965;&#957;&#948;&#949;&#769;&#969;,sundeo&#772;,soon-deh'-o,,"From G4862 and G1210; to <i>bind with</i>, that is, (passively) <i>be a fellow prisoner</i>  (figuratively): - be bound with."
13640,G4888,&#963;&#965;&#957;&#948;&#959;&#958;&#945;&#769;&#950;&#969;,sundoxazo&#772;,soon-dox-ad'-zo,,"From G4862 and G1392; to <i>exalt</i>  to dignity in company (that is, <i>similarly</i>) <i>with:</i>  - glorify together."
13641,G4889,&#963;&#965;&#769;&#957;&#948;&#959;&#965;&#955;&#959;&#962;,sundoulos,soon'-doo-los,,"From G4862 and G1401; a <i>co-slave</i>, that is, <i>servitor</i>  or <i>ministrant of the same master</i>  (human or divine): - fellowservant."
13642,G4890,&#963;&#965;&#957;&#948;&#961;&#959;&#956;&#951;&#769;,sundrome&#772;,soon-drom-ay',,"From (the alternate of) G4936; a <i>running together</i>, that is, (riotous) <i>concourse:</i>  - run together."
13643,G4891,&#963;&#965;&#957;&#949;&#947;&#949;&#953;&#769;&#961;&#969;,sunegeiro&#772;,soon-eg-i'-ro,,"From G4862 and G1453; to <i>rouse</i>  (from death) in company <i>with</i>, that is, (figuratively) to <i>revivify</i>  (spiritually) in resemblance to: - raise up together, rise with."
13644,G4892,&#963;&#965;&#957;&#949;&#769;&#948;&#961;&#953;&#959;&#957;,sunedrion,soon-ed'-ree-on,,"Neuter of a presumed derivative of a compound of G4862 and the base of G1476; a <i>joint session</i>, that is, (specifically) the Jewish <i>Sanhedrim</i> ; by analogy a subordinate <i>tribunal:</i>  - council."
13645,G4893,&#963;&#965;&#957;&#949;&#953;&#769;&#948;&#951;&#963;&#953;&#962;,suneide&#772;sis,soon-i'-day-sis,,"From a prolonged form of G4894; <i>co-perception</i>, that is, moral <i>consciousness:</i>  - conscience."
13646,G4894,&#963;&#965;&#957;&#949;&#953;&#769;&#948;&#969;,suneido&#772;,soon-i'-do,,"From G4862 and G1492; to <i>see completely</i> ; used (like its primary) only in two past tenses, respectively meaning to <i>understand</i>  or <i>become aware</i>, and to <i>be conscious</i>  or (clandestinely) <i>informed of:</i>  - consider, know, be privy, be ware of."
13647,G4895,&#963;&#965;&#769;&#957;&#949;&#953;&#956;&#953;,suneimi,soon'-i-mee,,"From G4862 and G1510 (including its various inflections); to <i>be</i>  in company <i>with</i>, that is, <i>present</i>  at the time: - be with."
13648,G4896,&#963;&#965;&#769;&#957;&#949;&#953;&#956;,suneimi,soon'-i-mee,,From G4862 and &#949;&#953;&#834;&#956;&#953; eimi (to <i>go</i>); to <i>assemble:</i>  - gather together.
13649,G4897,&#963;&#965;&#957;&#949;&#953;&#963;&#949;&#769;&#961;&#967;&#959;&#956;&#945;&#953;,suneiserchomai,soon-ice-er'-khom-ahee,,"From G4862 and G1525; to <i>enter</i>  in company <i>with:</i>  - go in with, go with into."
13650,G4898,&#963;&#965;&#957;&#949;&#769;&#954;&#948;&#951;&#956;&#959;&#962;,sunekde&#772;mos,soon-ek'-day-mos,,"From G4862 and the base of G1553; a <i>co-absentee</i>  from home, that is, <i>fellow traveller:</i>  - companion in travel, travel with."
13651,G4899,&#963;&#965;&#957;&#949;&#954;&#955;&#949;&#954;&#964;&#959;&#769;&#962;,suneklektos,soon-ek-lek-tos',,"From a compound of G4862 and G1586; <i>chosen</i>  in company <i>with</i>, that is, <i>co-elect</i>  (<i>fellow Christian</i>): - elected together with."
13652,G4900,&#963;&#965;&#957;&#949;&#955;&#945;&#965;&#769;&#957;&#969;,sunelauno&#772;,soon-el-ow'-no,,"From G4862 and G1643; to <i>drive together</i>, that is, (figuratively) <i>exhort</i>  (to reconciliation): - + set at one again."
13653,G4901,&#963;&#965;&#957;&#949;&#960;&#953;&#956;&#945;&#961;&#964;&#965;&#961;&#949;&#769;&#969;,sunepimartureo&#772;,soon-ep-ee-mar-too-reh'-o,,"From G4862 and G1957; to <i>testify further jointly</i>, that is, <i>unite in adding evidence:</i>  - also bear witness."
13654,G4902,&#963;&#965;&#957;&#949;&#769;&#960;&#959;&#956;&#945;&#953;,sunepomai,soon-ep'-om-ahee,,Middle voice from G4862 and a primary word &#949;&#788;&#769;&#960;&#969; hepo&#772; (to <i>follow</i>); to <i>attend</i>  (<i>travel</i>) in company <i>with:</i>  - accompany.
13655,G4903,&#963;&#965;&#957;&#949;&#961;&#947;&#949;&#769;&#969;,sunergeo&#772;,soon-erg-eh'-o,,"From G4904; to <i>be a fellow worker</i>, that is, <i>co-operate:</i>  - help (work) with, work (-er) together."
13656,G4904,&#963;&#965;&#957;&#949;&#961;&#947;&#959;&#769;&#962;,sunergos,soon-er-gos',,"From a presumed compound of G4862 and the base of G2041; a <i>co-laborer</i>, that is, <i>coadjutor:</i>  - companion in labour, (fellow-) helper (-labourer, -worker), labourer together with, workfellow."
13657,G4905,&#963;&#965;&#957;&#949;&#769;&#961;&#967;&#959;&#956;&#945;&#953;,sunerchomai,soon-er'-khom-ahee,,"From G4862 and G2064; to <i>convene, depart</i>  in company <i>with, associate</i>  with, or (specifically) <i>cohabit</i>  (conjugally): - accompany, assemble (with), come (together), come (company, go) with, resort."
